MeterID,MeterGeoLocation,Timestamp,MeterUp,MeterDown,MeterMake,MeterModel,Latitude,Longitude
MTR047,"Sector 15, Dallas",2024-11-20 13:30:00,1217,717,MakeC,ModelZ,32.72716421040643,-96.82065263448959
MTR027,"Sector 15, Dallas",2024-11-06 20:24:00,1171,655,MakeA,ModelX,32.797972253242925,-96.76712605665972
MTR001,"Sector 2, Dallas",2024-11-16 23:57:00,1370,776,MakeB,ModelX,32.758600762256435,-96.77175658296808
MTR029,"Sector 20, Dallas",2024-11-01 03:30:00,1501,620,MakeA,ModelX,32.76995002080281,-96.84618947151287
MTR090,"Sector 18, Dallas",2024-11-04 15:34:00,1563,699,MakeA,ModelZ,32.789302881993216,-96.75789219159705
MTR039,"Sector 10, Dallas",2024-11-27 22:02:00,1410,529,MakeA,ModelY,32.761555114490356,-96.78509996109216
MTR039,"Sector 16, Dallas",2024-11-26 22:24:00,1531,748,MakeC,ModelX,32.738908017094495,-96.7621153124661
MTR032,"Sector 15, Dallas",2024-11-06 18:22:00,1350,773,MakeA,ModelX,32.7850000555358,-96.84120610968913
MTR020,"Sector 3, Dallas",2024-11-15 16:28:00,1599,789,MakeC,ModelY,32.72854776802954,-96.76698796144974
MTR048,"Sector 11, Dallas",2024-11-23 16:29:00,1624,694,MakeC,ModelZ,32.80708438299814,-96.82804733905442
MTR006,"Sector 3, Dallas",2024-11-03 09:40:00,1805,518,MakeC,ModelZ,32.761495743823914,-96.7724267572162
MTR061,"Sector 11, Dallas",2024-11-17 00:18:00,1695,507,MakeB,ModelY,32.80269225979947,-96.79481656934144
MTR012,"Sector 15, Dallas",2024-11-03 01:04:00,1678,727,MakeC,ModelX,32.811803200835975,-96.77513541608464
MTR093,"Sector 8, Dallas",2024-11-05 19:30:00,1607,710,MakeB,ModelY,32.76977077086653,-96.8137797044559
MTR077,"Sector 6, Dallas",2024-11-11 05:03:00,1704,623,MakeB,ModelZ,32.801827899255194,-96.80933539764418
MTR071,"Sector 15, Dallas",2024-11-25 10:49:00,1899,538,MakeB,ModelX,32.73472868373475,-96.83030644930923
MTR014,"Sector 10, Dallas",2024-11-23 19:31:00,1543,700,MakeA,ModelX,32.7418726617569,-96.83128899960126
MTR019,"Sector 11, Dallas",2024-11-29 16:32:00,1629,739,MakeC,ModelZ,32.79550063243102,-96.83608719800516
MTR073,"Sector 18, Dallas",2024-11-05 04:27:00,1931,659,MakeA,ModelY,32.8172923561463,-96.7613353775119
MTR053,"Sector 10, Dallas",2024-11-28 06:11:00,1463,610,MakeA,ModelX,32.79593959539008,-96.82911141490654
MTR011,"Sector 1, Dallas",2024-11-04 09:10:00,1390,755,MakeC,ModelY,32.74328260920569,-96.76795815793966
MTR011,"Sector 6, Dallas",2024-11-21 21:54:00,1928,541,MakeA,ModelY,32.7530048603547,-96.75968712703856
MTR018,"Sector 5, Dallas",2024-11-29 05:04:00,1495,753,MakeB,ModelZ,32.728923008006696,-96.76662765846574
MTR011,"Sector 18, Dallas",2024-11-12 06:59:00,1681,586,MakeC,ModelZ,32.77563473098501,-96.83864828721575
MTR028,"Sector 3, Dallas",2024-11-20 14:12:00,1995,633,MakeA,ModelY,32.748426917428354,-96.7802411032145
MTR092,"Sector 10, Dallas",2024-11-22 15:02:00,1022,700,MakeB,ModelX,32.80301973415003,-96.78542085542689
MTR086,"Sector 15, Dallas",2024-11-12 19:46:00,1671,799,MakeB,ModelX,32.77617707185256,-96.84442221825137
MTR056,"Sector 16, Dallas",2024-11-12 21:50:00,1592,533,MakeB,ModelY,32.74485518554946,-96.81791167906306
MTR022,"Sector 3, Dallas",2024-11-22 19:06:00,1761,753,MakeB,ModelX,32.727200026260576,-96.81998193747371
MTR080,"Sector 9, Dallas",2024-11-17 11:57:00,1573,709,MakeA,ModelY,32.787633794246815,-96.81857911117618
MTR037,"Sector 7, Dallas",2024-11-07 02:55:00,1830,696,MakeB,ModelY,32.819732412384454,-96.76904139954141
MTR038,"Sector 16, Dallas",2024-11-11 22:31:00,1467,571,MakeB,ModelZ,32.78356117952535,-96.77155101112767
MTR062,"Sector 17, Dallas",2024-11-18 23:45:00,1567,561,MakeC,ModelY,32.80996615791501,-96.83407538032412
MTR042,"Sector 18, Dallas",2024-11-23 07:02:00,1336,662,MakeA,ModelY,32.793398089725684,-96.77146731818507
MTR065,"Sector 14, Dallas",2024-11-21 01:25:00,1477,709,MakeC,ModelX,32.816823857044014,-96.78373112628091
MTR008,"Sector 13, Dallas",2024-11-05 19:21:00,1741,795,MakeA,ModelX,32.76768913599639,-96.75417675590339
MTR009,"Sector 1, Dallas",2024-11-26 06:15:00,1975,765,MakeC,ModelX,32.80503346852853,-96.77129668200136
MTR084,"Sector 19, Dallas",2024-11-09 03:38:00,1271,688,MakeC,ModelY,32.800975171389304,-96.83857151762392
MTR047,"Sector 6, Dallas",2024-11-13 01:58:00,1172,731,MakeA,ModelZ,32.77213115584884,-96.80381829751101
MTR008,"Sector 19, Dallas",2024-11-19 12:14:00,1838,761,MakeA,ModelY,32.75936558710249,-96.78302189099522
MTR005,"Sector 18, Dallas",2024-11-13 09:44:00,1157,571,MakeB,ModelY,32.734782690933756,-96.76398482418412
MTR072,"Sector 9, Dallas",2024-11-18 14:36:00,1007,676,MakeA,ModelZ,32.7574935979373,-96.79343614530673
MTR038,"Sector 1, Dallas",2024-11-22 00:49:00,1813,656,MakeA,ModelY,32.756486403257504,-96.75975815391213
MTR093,"Sector 16, Dallas",2024-11-27 13:28:00,1514,659,MakeA,ModelX,32.7747686255868,-96.76743121880267
MTR036,"Sector 9, Dallas",2024-11-30 06:14:00,1979,774,MakeB,ModelY,32.77555049848757,-96.78075000591095
MTR018,"Sector 8, Dallas",2024-11-07 08:52:00,1514,606,MakeC,ModelX,32.76165019483705,-96.74738544237272
MTR042,"Sector 2, Dallas",2024-11-04 01:24:00,1878,569,MakeA,ModelX,32.75822100601111,-96.75510190200794
MTR065,"Sector 16, Dallas",2024-11-14 03:12:00,1035,734,MakeC,ModelZ,32.82041199666312,-96.7692893704166
MTR090,"Sector 7, Dallas",2024-11-23 14:13:00,1061,664,MakeA,ModelX,32.82592130535295,-96.82501553270865
MTR073,"Sector 14, Dallas",2024-11-15 22:58:00,1142,730,MakeC,ModelZ,32.757658338074926,-96.836112496429
MTR062,"Sector 8, Dallas",2024-11-21 08:05:00,1691,750,MakeB,ModelY,32.79433902172321,-96.76989297312525
MTR007,"Sector 9, Dallas",2024-11-20 05:02:00,1602,642,MakeB,ModelX,32.772523266691756,-96.83732282217574
MTR038,"Sector 6, Dallas",2024-11-07 05:16:00,1680,746,MakeC,ModelY,32.77376082891131,-96.79847682182789
MTR089,"Sector 11, Dallas",2024-11-14 21:28:00,1282,529,MakeC,ModelZ,32.779861614143854,-96.77165387873141
MTR021,"Sector 15, Dallas",2024-11-23 05:26:00,1478,706,MakeC,ModelY,32.80947073561962,-96.8103194112511
MTR002,"Sector 4, Dallas",2024-11-08 01:16:00,1480,524,MakeA,ModelY,32.80259781326178,-96.8424684599612
MTR094,"Sector 16, Dallas",2024-11-29 06:41:00,1186,760,MakeA,ModelZ,32.79126127048787,-96.75993238592199
MTR084,"Sector 6, Dallas",2024-11-30 13:27:00,1767,535,MakeA,ModelZ,32.7653596777432,-96.81651212767413
MTR052,"Sector 6, Dallas",2024-11-10 11:03:00,1976,622,MakeB,ModelZ,32.73523209989334,-96.84474101900254
MTR093,"Sector 1, Dallas",2024-11-09 06:35:00,1667,733,MakeB,ModelX,32.8112003650747,-96.83069129885502
MTR018,"Sector 6, Dallas",2024-11-02 19:53:00,1900,598,MakeB,ModelZ,32.773631320530946,-96.77216043518165
MTR044,"Sector 20, Dallas",2024-11-06 20:40:00,1785,736,MakeA,ModelZ,32.7751893289377,-96.81598530874497
MTR032,"Sector 1, Dallas",2024-11-13 19:41:00,1747,715,MakeA,ModelZ,32.77977565505351,-96.80812988448298
MTR040,"Sector 4, Dallas",2024-11-24 18:18:00,1680,720,MakeA,ModelX,32.75479168107415,-96.81257340248605
MTR078,"Sector 15, Dallas",2024-11-26 10:13:00,1304,647,MakeB,ModelY,32.75157995343682,-96.75067762626625
MTR095,"Sector 15, Dallas",2024-11-02 00:03:00,1047,772,MakeB,ModelX,32.818302648031214,-96.75736523838503
MTR085,"Sector 7, Dallas",2024-11-07 01:58:00,1059,540,MakeA,ModelZ,32.81865741054641,-96.74774218972517
MTR022,"Sector 13, Dallas",2024-11-05 13:16:00,1913,531,MakeC,ModelZ,32.816192163777096,-96.81262887841167
MTR093,"Sector 12, Dallas",2024-11-28 13:56:00,1092,723,MakeC,ModelY,32.80498946844899,-96.83547756212194
MTR005,"Sector 13, Dallas",2024-11-25 00:07:00,1337,608,MakeA,ModelZ,32.7984846888902,-96.84292178447829
MTR080,"Sector 16, Dallas",2024-11-30 23:30:00,1655,562,MakeC,ModelZ,32.78625469023838,-96.81152257042295
MTR040,"Sector 6, Dallas",2024-11-23 20:21:00,1167,616,MakeB,ModelZ,32.73785244892084,-96.84561330026703
MTR032,"Sector 7, Dallas",2024-11-10 14:02:00,1769,647,MakeC,ModelX,32.73547478816052,-96.77870797226639
MTR077,"Sector 9, Dallas",2024-11-01 21:48:00,1161,785,MakeC,ModelX,32.77163438872764,-96.82505752850349
MTR073,"Sector 14, Dallas",2024-11-23 11:26:00,1213,766,MakeA,ModelX,32.793313463854815,-96.8192713688493
MTR009,"Sector 14, Dallas",2024-11-08 00:00:00,1965,764,MakeC,ModelX,32.73529357568652,-96.75464838308395
MTR064,"Sector 5, Dallas",2024-11-30 20:43:00,1899,770,MakeA,ModelY,32.75682340769263,-96.76044617701606
MTR017,"Sector 12, Dallas",2024-11-19 21:31:00,1964,796,MakeC,ModelY,32.8091648709607,-96.78342549405254
MTR044,"Sector 5, Dallas",2024-11-28 08:31:00,1099,750,MakeC,ModelY,32.79464283457153,-96.84076181523402
MTR088,"Sector 12, Dallas",2024-11-07 09:26:00,1702,633,MakeB,ModelZ,32.760200031664645,-96.80323883513967
MTR045,"Sector 6, Dallas",2024-11-23 02:31:00,1527,632,MakeA,ModelY,32.736649300778225,-96.83198959303128
MTR035,"Sector 13, Dallas",2024-11-24 15:18:00,1600,680,MakeB,ModelX,32.752521086427635,-96.82781428903506
MTR002,"Sector 7, Dallas",2024-11-11 20:05:00,1911,565,MakeB,ModelZ,32.728905794752926,-96.7792180857285
MTR030,"Sector 2, Dallas",2024-11-27 05:54:00,1470,620,MakeA,ModelX,32.75722425967271,-96.81275494459528
MTR010,"Sector 19, Dallas",2024-11-21 21:58:00,1019,519,MakeB,ModelZ,32.78019258108654,-96.75262758013328
MTR071,"Sector 5, Dallas",2024-11-21 13:44:00,1879,657,MakeC,ModelY,32.796123705623444,-96.77254330732798
MTR097,"Sector 7, Dallas",2024-11-24 18:06:00,1026,795,MakeB,ModelZ,32.76988686930904,-96.75109106845899
MTR060,"Sector 7, Dallas",2024-11-02 22:43:00,1815,668,MakeC,ModelZ,32.72734213487171,-96.8371509117641
MTR084,"Sector 1, Dallas",2024-11-03 00:17:00,1465,703,MakeB,ModelZ,32.76551178207976,-96.81964252594479
MTR001,"Sector 16, Dallas",2024-11-01 23:36:00,1198,786,MakeB,ModelZ,32.76745307174205,-96.75615100847904
MTR063,"Sector 4, Dallas",2024-11-13 23:49:00,1080,500,MakeB,ModelZ,32.78771150794332,-96.78476085904178
MTR077,"Sector 16, Dallas",2024-11-23 23:58:00,1799,703,MakeB,ModelY,32.788954570942664,-96.782010298829
MTR011,"Sector 1, Dallas",2024-11-13 15:04:00,1855,696,MakeC,ModelZ,32.738579848360715,-96.76230640590772
MTR058,"Sector 3, Dallas",2024-11-17 12:48:00,1896,563,MakeB,ModelY,32.817400449227996,-96.79350194715032
MTR072,"Sector 10, Dallas",2024-11-13 12:42:00,1576,725,MakeB,ModelX,32.77340817845486,-96.75380753359208
MTR067,"Sector 17, Dallas",2024-11-05 04:31:00,1090,676,MakeC,ModelX,32.74894011372141,-96.81721736522493
MTR072,"Sector 12, Dallas",2024-11-07 01:06:00,1971,581,MakeC,ModelZ,32.740687896674174,-96.77518436262649
MTR072,"Sector 18, Dallas",2024-11-17 13:55:00,1836,632,MakeB,ModelX,32.76809081242188,-96.77569942083244
MTR076,"Sector 10, Dallas",2024-11-17 21:56:00,1435,552,MakeA,ModelY,32.73878017385173,-96.76819155075734
MTR026,"Sector 9, Dallas",2024-11-07 04:20:00,1025,581,MakeC,ModelZ,32.81699129909747,-96.82101583792445
MTR048,"Sector 3, Dallas",2024-11-26 02:54:00,1661,531,MakeA,ModelZ,32.74581527709899,-96.83676834759608
MTR086,"Sector 18, Dallas",2024-11-02 11:06:00,1864,551,MakeB,ModelZ,32.72985583136452,-96.75494179916682
MTR046,"Sector 1, Dallas",2024-11-14 13:31:00,1399,606,MakeA,ModelZ,32.796012578161225,-96.76621603431104
MTR037,"Sector 10, Dallas",2024-11-04 19:36:00,1122,671,MakeC,ModelX,32.79944417050624,-96.83681311070072
MTR081,"Sector 7, Dallas",2024-11-26 19:07:00,1539,790,MakeA,ModelZ,32.81401109663487,-96.80545543497716
MTR092,"Sector 12, Dallas",2024-11-12 20:40:00,1039,795,MakeA,ModelZ,32.73308123294699,-96.83558609380373
MTR010,"Sector 13, Dallas",2024-11-17 16:58:00,1947,566,MakeC,ModelX,32.804188800706314,-96.76553200858733
MTR034,"Sector 8, Dallas",2024-11-19 01:53:00,1720,727,MakeB,ModelY,32.72754984909025,-96.74947020200001
MTR057,"Sector 15, Dallas",2024-11-12 02:53:00,1516,688,MakeC,ModelY,32.734125860904136,-96.81988842781792
MTR063,"Sector 9, Dallas",2024-11-10 23:03:00,1859,560,MakeA,ModelY,32.8156621716786,-96.77555859502559
MTR065,"Sector 16, Dallas",2024-11-23 01:10:00,1628,796,MakeC,ModelY,32.77419884772885,-96.84533200804194
MTR095,"Sector 7, Dallas",2024-11-17 19:50:00,1281,771,MakeA,ModelZ,32.72921439062136,-96.81979622562265
MTR057,"Sector 18, Dallas",2024-11-25 06:36:00,1936,767,MakeC,ModelZ,32.744435963571725,-96.84473824487812
MTR035,"Sector 3, Dallas",2024-11-17 18:57:00,1970,755,MakeA,ModelY,32.77607104316843,-96.84200784718139
MTR088,"Sector 10, Dallas",2024-11-14 05:14:00,1599,671,MakeA,ModelX,32.81807586000756,-96.81363859087475
MTR068,"Sector 2, Dallas",2024-11-25 09:49:00,1579,584,MakeB,ModelZ,32.73702837608307,-96.81998735354135
MTR041,"Sector 17, Dallas",2024-11-10 00:01:00,1125,729,MakeB,ModelZ,32.75584113837411,-96.76581490185906
MTR100,"Sector 8, Dallas",2024-11-12 05:38:00,1363,560,MakeB,ModelX,32.728285757348466,-96.78430229173185
MTR043,"Sector 20, Dallas",2024-11-23 10:11:00,1099,575,MakeB,ModelY,32.81401856302531,-96.77138670846524
MTR082,"Sector 20, Dallas",2024-11-23 21:38:00,1980,766,MakeA,ModelY,32.811481501119125,-96.7472030077477
MTR100,"Sector 11, Dallas",2024-11-22 07:38:00,1522,787,MakeC,ModelX,32.73479777908466,-96.78491242044174
MTR055,"Sector 12, Dallas",2024-11-06 00:12:00,1476,506,MakeA,ModelX,32.73015757613932,-96.83168407405762
MTR004,"Sector 16, Dallas",2024-11-05 14:17:00,1584,598,MakeC,ModelY,32.75597643393746,-96.79983620849583
MTR091,"Sector 1, Dallas",2024-11-15 13:59:00,1899,701,MakeA,ModelZ,32.75119579032053,-96.79643927339754
MTR070,"Sector 9, Dallas",2024-11-09 22:34:00,1782,782,MakeB,ModelZ,32.79286404681121,-96.76056169065942
MTR056,"Sector 12, Dallas",2024-11-20 10:34:00,1461,521,MakeB,ModelZ,32.76167156164231,-96.83799937920081
MTR034,"Sector 17, Dallas",2024-11-22 00:39:00,1007,793,MakeA,ModelX,32.768691731974805,-96.78565109435746
MTR032,"Sector 2, Dallas",2024-11-02 02:54:00,1303,712,MakeB,ModelZ,32.80963475706452,-96.76429831188032
MTR074,"Sector 9, Dallas",2024-11-04 00:19:00,1759,687,MakeA,ModelZ,32.74078531559054,-96.80266928542191
MTR096,"Sector 8, Dallas",2024-11-12 22:29:00,1423,795,MakeB,ModelZ,32.728064557378026,-96.76518732810796
MTR051,"Sector 2, Dallas",2024-11-23 14:08:00,1412,652,MakeA,ModelY,32.72917593140206,-96.8304617308467
MTR097,"Sector 5, Dallas",2024-11-27 01:40:00,1442,518,MakeB,ModelX,32.81781688288329,-96.7743274292953
MTR092,"Sector 11, Dallas",2024-11-22 13:48:00,1483,742,MakeC,ModelX,32.80007103768982,-96.77827830389293
MTR020,"Sector 5, Dallas",2024-11-27 15:31:00,1176,716,MakeC,ModelX,32.75994566283221,-96.83328209390831
MTR091,"Sector 12, Dallas",2024-11-11 19:47:00,1916,789,MakeC,ModelZ,32.80178987224676,-96.79720902288177
MTR076,"Sector 6, Dallas",2024-11-28 16:01:00,1571,588,MakeC,ModelZ,32.79563213957393,-96.7575182001594
MTR023,"Sector 15, Dallas",2024-11-15 12:50:00,1155,800,MakeB,ModelY,32.81366943983872,-96.80234702515963
MTR003,"Sector 11, Dallas",2024-11-28 05:35:00,1035,773,MakeC,ModelY,32.74149123069589,-96.77643032978871
MTR017,"Sector 6, Dallas",2024-11-10 00:12:00,1557,653,MakeA,ModelY,32.814047765257015,-96.78247449415846
MTR096,"Sector 17, Dallas",2024-11-03 17:59:00,1062,653,MakeA,ModelZ,32.79950755503992,-96.80794125410442
MTR043,"Sector 13, Dallas",2024-11-17 00:52:00,1534,565,MakeC,ModelZ,32.74353340683535,-96.82371053240657
MTR061,"Sector 2, Dallas",2024-11-07 11:56:00,1592,705,MakeC,ModelY,32.73702745727813,-96.82547040532847
MTR021,"Sector 11, Dallas",2024-11-12 17:52:00,1486,672,MakeA,ModelY,32.72854039103198,-96.79556181886741
MTR009,"Sector 19, Dallas",2024-11-09 09:47:00,1894,625,MakeA,ModelZ,32.8049960410259,-96.7761997166731
MTR055,"Sector 9, Dallas",2024-11-21 05:20:00,1020,552,MakeB,ModelX,32.8243823577172,-96.78126518312091
MTR075,"Sector 11, Dallas",2024-11-18 17:16:00,1737,513,MakeA,ModelX,32.733653712853304,-96.77882597286442
MTR002,"Sector 3, Dallas",2024-11-08 11:44:00,1953,650,MakeA,ModelY,32.81511474641444,-96.81568977171267
MTR046,"Sector 7, Dallas",2024-11-19 10:01:00,1664,641,MakeB,ModelY,32.74521161587061,-96.74953014311693
MTR005,"Sector 12, Dallas",2024-11-29 04:42:00,1493,559,MakeB,ModelY,32.813430398541584,-96.84481236717588
MTR016,"Sector 13, Dallas",2024-11-15 06:05:00,1060,552,MakeA,ModelY,32.750222831514975,-96.80923162910165
MTR042,"Sector 5, Dallas",2024-11-02 22:17:00,1318,642,MakeA,ModelZ,32.81509550286258,-96.82489293807002
MTR098,"Sector 1, Dallas",2024-11-30 14:05:00,1250,783,MakeA,ModelZ,32.75649119771397,-96.75191107397325
MTR010,"Sector 19, Dallas",2024-11-16 08:49:00,1036,778,MakeB,ModelX,32.73538459172414,-96.75312065746952
MTR037,"Sector 14, Dallas",2024-11-29 13:11:00,1210,784,MakeA,ModelY,32.74698345119008,-96.84172363100954
MTR005,"Sector 1, Dallas",2024-11-14 22:22:00,1115,753,MakeC,ModelZ,32.79469081605577,-96.82604599206492
MTR067,"Sector 13, Dallas",2024-11-09 01:57:00,1764,759,MakeC,ModelX,32.78428222132284,-96.7731544291772
MTR049,"Sector 9, Dallas",2024-11-24 17:56:00,1231,590,MakeA,ModelX,32.8179933006553,-96.76908958547081
MTR079,"Sector 10, Dallas",2024-11-15 10:48:00,1727,593,MakeC,ModelY,32.80936976947716,-96.80528422400911
MTR009,"Sector 4, Dallas",2024-11-19 20:08:00,1950,765,MakeA,ModelZ,32.75284749964653,-96.81119113653884
MTR079,"Sector 13, Dallas",2024-11-19 12:47:00,1603,585,MakeC,ModelZ,32.822691417816856,-96.83782528832172
MTR054,"Sector 7, Dallas",2024-11-17 04:19:00,1191,601,MakeC,ModelY,32.77084832300603,-96.764480232599
MTR079,"Sector 13, Dallas",2024-11-06 04:41:00,1037,527,MakeB,ModelX,32.739709830327044,-96.82135902197727
MTR076,"Sector 4, Dallas",2024-11-05 14:59:00,1081,615,MakeA,ModelY,32.795044826192445,-96.84604306437964
MTR038,"Sector 2, Dallas",2024-11-05 07:29:00,1728,793,MakeA,ModelX,32.77659375291575,-96.84347918003313
MTR015,"Sector 11, Dallas",2024-11-21 16:10:00,1105,637,MakeA,ModelY,32.73363543196253,-96.80702306147423
MTR054,"Sector 10, Dallas",2024-11-09 00:32:00,1254,606,MakeC,ModelX,32.73004130837929,-96.83209154237616
MTR048,"Sector 9, Dallas",2024-11-08 12:36:00,1985,532,MakeC,ModelX,32.78442983027182,-96.80643085133639
MTR022,"Sector 20, Dallas",2024-11-28 06:01:00,1316,524,MakeC,ModelY,32.796594620793634,-96.80596853457111
MTR078,"Sector 16, Dallas",2024-11-04 03:46:00,1812,673,MakeB,ModelX,32.82389853007752,-96.76617540165982
MTR093,"Sector 6, Dallas",2024-11-11 23:44:00,1166,541,MakeC,ModelZ,32.77284690901204,-96.83358477087177
MTR010,"Sector 3, Dallas",2024-11-24 08:52:00,1938,766,MakeB,ModelZ,32.79132307641049,-96.82751855586012
MTR058,"Sector 8, Dallas",2024-11-07 03:09:00,1882,618,MakeC,ModelY,32.800119420145066,-96.7547486983734
MTR040,"Sector 10, Dallas",2024-11-23 22:37:00,1659,585,MakeB,ModelX,32.727268071647394,-96.78328154759376
MTR087,"Sector 2, Dallas",2024-11-20 11:48:00,1468,671,MakeC,ModelZ,32.79108893221999,-96.83914090010516
MTR021,"Sector 10, Dallas",2024-11-05 23:40:00,1194,759,MakeA,ModelX,32.816195780697406,-96.8261301262588
MTR049,"Sector 16, Dallas",2024-11-27 13:19:00,1586,607,MakeB,ModelY,32.74492409296647,-96.83628578925857
MTR020,"Sector 12, Dallas",2024-11-07 16:11:00,1616,523,MakeA,ModelX,32.76656546680572,-96.83739492349392
MTR017,"Sector 4, Dallas",2024-11-23 19:38:00,1955,774,MakeC,ModelZ,32.73239145208346,-96.81115260943231
MTR089,"Sector 8, Dallas",2024-11-27 01:44:00,1121,766,MakeA,ModelZ,32.78366354447615,-96.81445676697382
MTR041,"Sector 15, Dallas",2024-11-27 22:09:00,1773,711,MakeC,ModelX,32.82253525774381,-96.78063595782679
MTR097,"Sector 4, Dallas",2024-11-22 06:06:00,1065,702,MakeC,ModelX,32.729170401637454,-96.81323841920967
MTR024,"Sector 18, Dallas",2024-11-16 03:25:00,1439,540,MakeA,ModelZ,32.78191379732405,-96.79633393852556
MTR080,"Sector 13, Dallas",2024-11-26 21:44:00,1420,624,MakeB,ModelX,32.81686406473853,-96.83383211162922
MTR084,"Sector 14, Dallas",2024-11-28 14:05:00,1197,503,MakeB,ModelX,32.730797973599515,-96.76412653653395
MTR047,"Sector 19, Dallas",2024-11-15 03:28:00,1584,579,MakeB,ModelY,32.801552278367296,-96.82842861401312
MTR003,"Sector 4, Dallas",2024-11-11 15:38:00,1137,609,MakeB,ModelX,32.73556424281583,-96.81231221288361
MTR067,"Sector 1, Dallas",2024-11-13 06:49:00,1256,619,MakeB,ModelX,32.7398000877217,-96.836388032109
MTR010,"Sector 11, Dallas",2024-11-29 13:17:00,1914,794,MakeC,ModelZ,32.820147097612576,-96.79309276542871
MTR049,"Sector 19, Dallas",2024-11-09 21:22:00,1842,753,MakeC,ModelZ,32.81499092209071,-96.77466882905718
MTR006,"Sector 2, Dallas",2024-11-24 14:05:00,1874,544,MakeB,ModelY,32.824615333241134,-96.78898397435233
MTR008,"Sector 9, Dallas",2024-11-11 03:26:00,1474,621,MakeB,ModelX,32.730537023804274,-96.76172199432105
MTR095,"Sector 17, Dallas",2024-11-03 18:22:00,1825,560,MakeC,ModelZ,32.73840692797117,-96.83748674813279
MTR078,"Sector 4, Dallas",2024-11-14 08:53:00,1390,578,MakeC,ModelZ,32.759197826117514,-96.83012233963002
MTR091,"Sector 9, Dallas",2024-11-16 15:14:00,1686,540,MakeA,ModelX,32.73797961047445,-96.76864740623554
MTR052,"Sector 19, Dallas",2024-11-07 03:21:00,1706,626,MakeB,ModelX,32.76894918919971,-96.82209550840959
MTR100,"Sector 11, Dallas",2024-11-13 02:38:00,1727,503,MakeB,ModelY,32.767120528417784,-96.76839076233621
MTR035,"Sector 15, Dallas",2024-11-03 10:34:00,1455,739,MakeA,ModelX,32.781794001847686,-96.77879466570852
MTR042,"Sector 15, Dallas",2024-11-28 23:26:00,1866,762,MakeB,ModelX,32.737332174315746,-96.79268956017967
MTR093,"Sector 20, Dallas",2024-11-06 17:46:00,1387,638,MakeC,ModelZ,32.815407612311205,-96.81589045139356
MTR091,"Sector 16, Dallas",2024-11-13 08:20:00,1522,587,MakeA,ModelY,32.752683979822685,-96.7859328228263
MTR006,"Sector 6, Dallas",2024-11-03 06:21:00,1422,566,MakeA,ModelZ,32.728692739334804,-96.82872603782184
MTR001,"Sector 1, Dallas",2024-11-20 01:26:00,1792,507,MakeC,ModelY,32.82437222742026,-96.84532713816718
MTR044,"Sector 2, Dallas",2024-11-29 01:53:00,1200,563,MakeB,ModelY,32.76550088624719,-96.77942086663161
MTR092,"Sector 13, Dallas",2024-11-14 02:43:00,1050,540,MakeA,ModelX,32.75995628211014,-96.83911949790567
MTR099,"Sector 1, Dallas",2024-11-04 11:10:00,1996,760,MakeC,ModelX,32.768149373671946,-96.78587741551321
MTR087,"Sector 9, Dallas",2024-11-13 06:39:00,1088,626,MakeC,ModelZ,32.742860819257544,-96.74707836878102
MTR094,"Sector 9, Dallas",2024-11-18 01:14:00,1218,674,MakeA,ModelX,32.74560738431205,-96.77664460776188
MTR009,"Sector 14, Dallas",2024-11-04 10:57:00,1511,511,MakeB,ModelZ,32.80631098944461,-96.79364476037424
MTR018,"Sector 11, Dallas",2024-11-27 05:22:00,1937,610,MakeB,ModelX,32.773707157493945,-96.74827482905411
MTR072,"Sector 14, Dallas",2024-11-17 03:35:00,1558,675,MakeA,ModelY,32.76394605841227,-96.74888069812972
MTR047,"Sector 2, Dallas",2024-11-29 08:59:00,1832,503,MakeC,ModelZ,32.79550148215263,-96.77322626019146
MTR099,"Sector 1, Dallas",2024-11-07 01:41:00,1603,780,MakeC,ModelZ,32.75822844073238,-96.8162832949961
MTR051,"Sector 13, Dallas",2024-11-17 10:02:00,1097,754,MakeC,ModelX,32.78848161215726,-96.7884896255177
MTR049,"Sector 19, Dallas",2024-11-14 13:28:00,1712,748,MakeC,ModelZ,32.79056802778231,-96.80172522404004
MTR003,"Sector 9, Dallas",2024-11-26 03:14:00,1860,578,MakeB,ModelZ,32.74005950536809,-96.78169282102394
MTR090,"Sector 4, Dallas",2024-11-25 16:15:00,1141,663,MakeB,ModelX,32.79295674434917,-96.83299707418526
MTR050,"Sector 3, Dallas",2024-11-11 23:41:00,1869,547,MakeA,ModelY,32.769612273439435,-96.8290549544302
MTR016,"Sector 9, Dallas",2024-11-30 02:06:00,1013,640,MakeB,ModelZ,32.729473833125205,-96.81944428402063
MTR086,"Sector 11, Dallas",2024-11-28 14:30:00,1012,656,MakeB,ModelZ,32.74236393166835,-96.77413729582287
MTR097,"Sector 19, Dallas",2024-11-16 08:56:00,1156,563,MakeC,ModelX,32.76063001380887,-96.77902699411318
MTR048,"Sector 12, Dallas",2024-11-04 07:47:00,1638,649,MakeB,ModelX,32.79089295946495,-96.8280606971083
MTR096,"Sector 1, Dallas",2024-11-21 21:18:00,1977,793,MakeA,ModelZ,32.80522235403282,-96.78071893656278
MTR076,"Sector 4, Dallas",2024-11-19 19:06:00,1008,712,MakeB,ModelY,32.79058359554643,-96.7862669598411
